name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity
16 Cygni B b,69,1.78 Jupiters,6.215,1996,https://exoplanets.nasa.gov/exoplanet-catalog/6992/16-cygni-b-b/,Gas Giant,1996,1.78 Jupiters,1.2 x Jupiter,1.66 AU,2.2 years,0.68
18 Delphini b,249,10.3 Jupiters,5.51048,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6993/18-delphini-b/,Gas Giant,2008,10.3 Jupiters,1.11 x Jupiter,2.6 AU,2.7 years,0.08
1RXS J160929.1-210524 b,454,8 Jupiters,12.618,2008,https://exoplanets.nasa.gov/exoplanet-catalog/7061/1rxs-j1609291-210524-b/,Gas Giant,2008,8 Jupiters,1.664 x Jupiter,330.0 AU,6505.9 years,0.0
24 Bootis b,313,0.91 Jupiters,5.59,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7274/24-bootis-b/,Gas Giant,2018,0.91 Jupiters,1.24 x Jupiter,0.19 AU,30.4 days,0.04
24 Sextantis b,235,1.99 Jupiters,6.4535,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6994/24-sextantis-b/,Gas Giant,2010,1.99 Jupiters,1.19 x Jupiter,1.333 AU,452.8 days,0.09
24 Sextantis c,235,0.86 Jupiters,6.4535,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6995/24-sextantis-c/,Gas Giant,2010,0.86 Jupiters,1.24 x Jupiter,2.08 AU,2.4 years,0.29
2MASS J01033563-5515561 AB b,154,13 Jupiters,15.788,2013,https://exoplanets.nasa.gov/exoplanet-catalog/7671/2mass-j01033563-5515561-ab-b/,Gas Giant,2013,13 Jupiters,1.1 x Jupiter,84.0 AU,1767.2 years,0.0
2MASS J01225093-2439505 b,110,24.5 Jupiters,14.244,2013,https://exoplanets.nasa.gov/exoplanet-catalog/7062/2mass-j01225093-2439505-b/,Gas Giant,2013,24.5 Jupiters,1.0 x Jupiter,52.0 AU,593.2 years,0.0
2MASS J02192210-3925225 b,131,13.9 Jupiters,15.0123,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7063/2mass-j02192210-3925225-b/,Gas Giant,2015,13.9 Jupiters,1.44 x Jupiter,156.0 AU,5878.1 years,0.0
2MASS J04414489+2301513 b,393,7.5 Jupiters,18.9668,2010,https://exoplanets.nasa.gov/exoplanet-catalog/7064/2mass-j044144892301513-b/,Gas Giant,2010,7.5 Jupiters,1.13 x Jupiter,15.0 AU,411 years,0.0
2MASS J12073346-3932539 b,210,4 Jupiters,20.15,2004,https://exoplanets.nasa.gov/exoplanet-catalog/7065/2mass-j12073346-3932539-b/,Gas Giant,2004,4 Jupiters,1.16 x Jupiter,46.0 AU,716.2 years,0.0
2MASS J19383260+4603591 b,1293,1.9 Jupiters,12.651,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7108/2mass-j193832604603591-b/,Gas Giant,2015,1.9 Jupiters,1.2 x Jupiter,0.92 AU,416 days,0.0
2MASS J21402931+1625183 A b,108,20.95 Jupiters,17.3961,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7066/2mass-j214029311625183-a-b/,Gas Giant,2009,20.95 Jupiters,0.92 x Jupiter,Unknown,20.1 years,0.26
2MASS J22362452+4751425 b,227,12.5 Jupiters,12.368,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7239/2mass-j223624524751425-b/,Gas Giant,2016,12.5 Jupiters,1.1 x Jupiter,230.0 AU,4505.7 years,0.0
30 Arietis B b,146,13.82 Jupiters,7.09209,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6996/30-arietis-b-b/,Gas Giant,2009,13.82 Jupiters,1.1 x Jupiter,0.99 AU,335.1 days,0.29
42 Draconis b,296,3.88 Jupiters,4.8262,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6997/42-draconis-b/,Gas Giant,2008,3.88 Jupiters,1.16 x Jupiter,1.19 AU,479.1 days,0.38
47 Ursae Majoris b,45,2.53 Jupiters,5.03352,1996,https://exoplanets.nasa.gov/exoplanet-catalog/6998/47-ursae-majoris-b/,Gas Giant,1996,2.53 Jupiters,1.18 x Jupiter,2.1 AU,3 years,0.03
47 Ursae Majoris c,45,0.54 Jupiters,5.03352,2001,https://exoplanets.nasa.gov/exoplanet-catalog/6999/47-ursae-majoris-c/,Gas Giant,2001,0.54 Jupiters,1.27 x Jupiter,3.6 AU,6.6 years,0.1
47 Ursae Majoris d,45,1.64 Jupiters,5.03352,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7000/47-ursae-majoris-d/,Gas Giant,2009,1.64 Jupiters,1.2 x Jupiter,11.6 AU,38.4 years,0.16
4 Ursae Majoris b,240,7.1 Jupiters,4.5801,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6985/4-ursae-majoris-b/,Gas Giant,2006,7.1 Jupiters,1.13 x Jupiter,0.87 AU,269.3 days,0.43
51 Eridani b,97,2 Jupiters,5.21149,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7109/51-eridani-b/,Gas Giant,2015,2 Jupiters,1.19 x Jupiter,12.0 AU,32 years,0.45
51 Pegasi b,50,0.46 Jupiters,5.45309,1995,https://exoplanets.nasa.gov/exoplanet-catalog/7001/51-pegasi-b/,Gas Giant,1995,0.46 Jupiters,1.27 x Jupiter,0.0527 AU,4.2 days,0.01
55 Cancri b,41,0.8306 Jupiters,5.95084,1996,https://exoplanets.nasa.gov/exoplanet-catalog/7002/55-cancri-b/,Gas Giant,1996,0.8306 Jupiters,1.24 x Jupiter,0.1134 AU,14.7 days,0.0
55 Cancri c,41,0.1714 Jupiters,5.95084,2004,https://exoplanets.nasa.gov/exoplanet-catalog/7003/55-cancri-c/,Gas Giant,2004,0.1714 Jupiters,0.76 x Jupiter,0.2373 AU,44.4 days,0.03
55 Cancri d,41,3.878 Jupiters,5.95084,2002,https://exoplanets.nasa.gov/exoplanet-catalog/7004/55-cancri-d/,Gas Giant,2002,3.878 Jupiters,1.16 x Jupiter,5.957 AU,15.3 years,0.13
55 Cancri e,41,7.99 Earths,5.95084,2004,https://exoplanets.nasa.gov/exoplanet-catalog/7005/55-cancri-e/,Super Earth,2004,7.99 Earths,1.875 x Earth,0.01544 AU,0.7 days,0.05
47 Ursae Majoris b,45,2.53 Jupiters,5.03352,1996,https://exoplanets.nasa.gov/exoplanet-catalog/6998/47-ursae-majoris-b/,Gas Giant,1996,2.53 Jupiters,1.18 x Jupiter,2.1 AU,3 years,0.03
47 Ursae Majoris c,45,0.54 Jupiters,5.03352,2001,https://exoplanets.nasa.gov/exoplanet-catalog/6999/47-ursae-majoris-c/,Gas Giant,2001,0.54 Jupiters,1.27 x Jupiter,3.6 AU,6.6 years,0.1
47 Ursae Majoris d,45,1.64 Jupiters,5.03352,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7000/47-ursae-majoris-d/,Gas Giant,2009,1.64 Jupiters,1.2 x Jupiter,11.6 AU,38.4 years,0.16
4 Ursae Majoris b,240,7.1 Jupiters,4.5801,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6985/4-ursae-majoris-b/,Gas Giant,2006,7.1 Jupiters,1.13 x Jupiter,0.87 AU,269.3 days,0.43
51 Eridani b,97,2 Jupiters,5.21149,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7109/51-eridani-b/,Gas Giant,2015,2 Jupiters,1.19 x Jupiter,12.0 AU,32 years,0.45
51 Pegasi b,50,0.46 Jupiters,5.45309,1995,https://exoplanets.nasa.gov/exoplanet-catalog/7001/51-pegasi-b/,Gas Giant,1995,0.46 Jupiters,1.27 x Jupiter,0.0527 AU,4.2 days,0.01
55 Cancri b,41,0.8306 Jupiters,5.95084,1996,https://exoplanets.nasa.gov/exoplanet-catalog/7002/55-cancri-b/,Gas Giant,1996,0.8306 Jupiters,1.24 x Jupiter,0.1134 AU,14.7 days,0.0
55 Cancri c,41,0.1714 Jupiters,5.95084,2004,https://exoplanets.nasa.gov/exoplanet-catalog/7003/55-cancri-c/,Gas Giant,2004,0.1714 Jupiters,0.76 x Jupiter,0.2373 AU,44.4 days,0.03
55 Cancri d,41,3.878 Jupiters,5.95084,2002,https://exoplanets.nasa.gov/exoplanet-catalog/7004/55-cancri-d/,Gas Giant,2002,3.878 Jupiters,1.16 x Jupiter,5.957 AU,15.3 years,0.13
55 Cancri e,41,7.99 Earths,5.95084,2004,https://exoplanets.nasa.gov/exoplanet-catalog/7005/55-cancri-e/,Super Earth,2004,7.99 Earths,1.875 x Earth,0.01544 AU,0.7 days,0.05
8 Ursae Minoris b,530,1.31 Jupiters,6.83295,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7100/8-ursae-minoris-b/,Gas Giant,2015,1.31 Jupiters,1.22 x Jupiter,0.49 AU,93.4 days,0.06
91 Aquarii b,144,3.2 Jupiters,4.23946,2013,https://exoplanets.nasa.gov/exoplanet-catalog/7013/91-aquarii-b/,Gas Giant,2013,3.2 Jupiters,1.17 x Jupiter,0.7 AU,181.4 days,0.03
AB Pictoris b,163,13.5 Jupiters,9.13,2005,https://exoplanets.nasa.gov/exoplanet-catalog/7014/ab-pictoris-b/,Gas Giant,2005,13.5 Jupiters,1.1 x Jupiter,260.0 AU,4421.7 years,0.0
Alpha Arietis b,66,1.8 Jupiters,2.00538,2010,https://exoplanets.nasa.gov/exoplanet-catalog/7038/alpha-arietis-b/,Gas Giant,2010,1.8 Jupiters,1.2 x Jupiter,1.2 AU,380.8 days,0.25
Alpha Tauri b,67,6.47 Jupiters,0.872,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7107/alpha-tauri-b/,Gas Giant,2015,6.47 Jupiters,1.13 x Jupiter,1.46 AU,1.7 years,0.1
AU Microscopii b,32,17 Earths,8.81,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7635/au-microscopii-b/,Neptune-like,2020,17 Earths,0.363 x Jupiter,0.0645 AU,8.5 days,0.0
AU Microscopii c,32,13.6 Earths,8.81,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7939/au-microscopii-c/,Neptune-like,2021,13.6 Earths,0.289 x Jupiter,0.1101 AU,18.9 days,0.0
BD-00 4475 b,139,25.05 Jupiters,9.01,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7871/bd-00-4475-b/,Gas Giant,2021,25.05 Jupiters,1.07 x Jupiter,1.48 AU,2 years,0.39
BD+03 2562 b,3492,6.4 Jupiters,9.577,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7176/bd03-2562-b/,Gas Giant,2017,6.4 Jupiters,1.13 x Jupiter,1.3 AU,481.9 days,0.2
BD-06 1339 b,66,8.5 Earths,9.7,2013,https://exoplanets.nasa.gov/exoplanet-catalog/7073/bd-06-1339-b/,Neptune-like,2013,8.5 Earths,0.254 x Jupiter,0.0428 AU,3.9 days,0.0
BD-17 63 b,112,5.1 Jupiters,9.62,2008,https://exoplanets.nasa.gov/exoplanet-catalog/7067/bd-17-63-b/,Gas Giant,2008,5.1 Jupiters,1.15 x Jupiter,1.34 AU,1.8 years,0.54
BD+20 2457 b,5023,55.59 Jupiters,9.743,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7078/bd20-2457-b/,Gas Giant,2009,55.59 Jupiters,1.03 x Jupiter,1.05 AU,379.6 days,0.15
BD+20 2457 c,5023,12.47 Jupiters,9.743,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7079/bd20-2457-c/,Gas Giant,2009,12.47 Jupiters,1.1 x Jupiter,2.01 AU,1.7 years,0.18
BD+20 274 b,4314,4.2 Jupiters,9.367,2012,https://exoplanets.nasa.gov/exoplanet-catalog/7077/bd20-274-b/,Gas Giant,2012,4.2 Jupiters,1.16 x Jupiter,1.3 AU,1.6 years,0.21
BD+20 594 b,585,22.2481 Earths,10.849,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7166/bd20-594-b/,Neptune-like,2016,22.2481 Earths,0.23 x Jupiter,0.241 AU,41.7 days,0.0
BD+45 564 b,175,1.36 Jupiters,9.67,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7868/bd45-564-b/,Gas Giant,2021,1.36 Jupiters,1.21 x Jupiter,0.83 AU,307.9 days,0.12
BD+48 738 b,2843,0.91 Jupiters,9.139,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6565/bd48-738-b/,Gas Giant,2011,0.91 Jupiters,1.24 x Jupiter,1.0 AU,392.6 days,0.2
BD+48 740 b,2174,1.7 Jupiters,8.69,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7198/bd48-740-b/,Gas Giant,2018,1.7 Jupiters,1.2 x Jupiter,1.7 AU,2 years,0.76
BD+49 828 b,1442,1.6 Jupiters,9.381,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6566/bd49-828-b/,Gas Giant,2015,1.6 Jupiters,1.21 x Jupiter,4.2 AU,7.1 years,0.35
BD+55 362 b,171,0.72 Jupiters,9.38,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7873/bd55-362-b/,Gas Giant,2021,0.72 Jupiters,1.25 x Jupiter,0.78 AU,265.6 days,0.27
BD-17 63 b,112,5.1 Jupiters,9.62,2008,https://exoplanets.nasa.gov/exoplanet-catalog/7067/bd-17-63-b/,Gas Giant,2008,5.1 Jupiters,1.15 x Jupiter,1.34 AU,1.8 years,0.54
BD+20 2457 b,5023,55.59 Jupiters,9.743,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7078/bd20-2457-b/,Gas Giant,2009,55.59 Jupiters,1.03 x Jupiter,1.05 AU,379.6 days,0.15
BD+20 2457 c,5023,12.47 Jupiters,9.743,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7079/bd20-2457-c/,Gas Giant,2009,12.47 Jupiters,1.1 x Jupiter,2.01 AU,1.7 years,0.18
BD+20 274 b,4314,4.2 Jupiters,9.367,2012,https://exoplanets.nasa.gov/exoplanet-catalog/7077/bd20-274-b/,Gas Giant,2012,4.2 Jupiters,1.16 x Jupiter,1.3 AU,1.6 years,0.21
BD+20 594 b,585,22.2481 Earths,10.849,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7166/bd20-594-b/,Neptune-like,2016,22.2481 Earths,0.23 x Jupiter,0.241 AU,41.7 days,0.0
BD+45 564 b,175,1.36 Jupiters,9.67,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7868/bd45-564-b/,Gas Giant,2021,1.36 Jupiters,1.21 x Jupiter,0.83 AU,307.9 days,0.12
BD+48 738 b,2843,0.91 Jupiters,9.139,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6565/bd48-738-b/,Gas Giant,2011,0.91 Jupiters,1.24 x Jupiter,1.0 AU,392.6 days,0.2
BD+48 740 b,2174,1.7 Jupiters,8.69,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7198/bd48-740-b/,Gas Giant,2018,1.7 Jupiters,1.2 x Jupiter,1.7 AU,2 years,0.76
BD+49 828 b,1442,1.6 Jupiters,9.381,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6566/bd49-828-b/,Gas Giant,2015,1.6 Jupiters,1.21 x Jupiter,4.2 AU,7.1 years,0.35
BD+55 362 b,171,0.72 Jupiters,9.38,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7873/bd55-362-b/,Gas Giant,2021,0.72 Jupiters,1.25 x Jupiter,0.78 AU,265.6 days,0.27
BD+63 1405 b,124,3.96 Jupiters,8.96,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7869/bd63-1405-b/,Gas Giant,2021,3.96 Jupiters,1.16 x Jupiter,2.06 AU,3.3 years,0.88
Beta Cancri b,290,7.8 Jupiters,3.51012,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7039/beta-cancri-b/,Gas Giant,2014,7.8 Jupiters,1.12 x Jupiter,1.7 AU,1.7 years,0.08
Beta Pictoris b,64,11 Jupiters,3.85,2008,https://exoplanets.nasa.gov/exoplanet-catalog/7040/beta-pictoris-b/,Gas Giant,2008,11 Jupiters,1.65 x Jupiter,9.1 AU,21 years,0.08
Beta Pictoris c,64,9 Jupiters,3.85,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7461/beta-pictoris-c/,Gas Giant,2019,9 Jupiters,1.12 x Jupiter,2.7 AU,3.3 years,0.24
Beta Ursae Minoris b,126,6.1 Jupiters,2.0569,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7041/beta-ursae-minoris-b/,Gas Giant,2014,6.1 Jupiters,1.14 x Jupiter,1.4 AU,1.4 years,0.19
CFBDSIR J145829+101343 b,75,10.5 Jupiters,,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6567/cfbdsir-j145829101343-b/,Gas Giant,2011,10.5 Jupiters,1.11 x Jupiter,2.6 AU,27.5 years,0.0
CFHTWIR-Oph 98 b,,7.8 Jupiters,,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7861/cfhtwir-oph-98-b/,Gas Giant,2021,7.8 Jupiters,1.86 x Jupiter,200.0 AU,22027.4 years,0.0
CHXR 73 b,621,12.569 Jupiters,17.2934,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6568/chxr-73-b/,Gas Giant,2006,12.569 Jupiters,1.1 x Jupiter,210.0 AU,5146.9 years,0.0
CI Tauri b,515,11.6 Jupiters,13.642,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7422/ci-tauri-b/,Gas Giant,2019,11.6 Jupiters,1.11 x Jupiter,Unknown,9 days,0.25
COCONUTS-2 b,36,6.3 Jupiters,11.298,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7945/coconuts-2-b/,Gas Giant,2021,6.3 Jupiters,1.11 x Jupiter,7506.0 AU,1101369.9 years,0.0
